1	3.2102920899890904E+01	2.3107719476723093E-05	1.1395967897933913E-02
2	3.2112015406816518E+01	2.3093771272281563E-05	1.1389089101858445E-02
3	2.9786223267919517E+01	2.2277015222312086E-05	1.0986291857618426E-02
4	1.0686126872280829E+01	1.3897658390961771E-05	6.8538684243327902E-03
5	3.2297497765975008E-01	4.6003488565353104E-06	2.2687408829409868E-03
6	3.3064680741406949E-01	4.4830613525196072E-06	2.2108985401715869E-03
7	4.7111051811294424E-01	3.3408860813037463E-06	1.6476152296873393E-03
8	5.9960495330434771E-01	2.5208324896978214E-06	1.2431917462734847E-03
9	6.1202838546750959E-01	2.0713022642161596E-06	1.0214982111801426E-03
10	6.2016348830907120E-01	1.8304763825257578E-06	9.0273080016409733E-04
11	6.1035828894906208E-01	1.7842926163616834E-06	8.7995448434714102E-04
12	5.2566490817166511E-01	1.0205318670660473E-06	5.0329278090892240E-04
13	5.2031428056301932E-01	9.3089719140042025E-07	4.5908790437594577E-04
14	5.1667701428991875E-01	9.2177484903250165E-07	4.5458906489144008E-04
15	5.0216313702944537E-01	8.8069991249016260E-07	4.3433225596152021E-04
16	4.9576918563172795E-01	8.7059449145323484E-07	4.2934859438262924E-04
17	3.4069203793948083E-01	5.7586645528373236E-07	2.8399841206835723E-04
18	3.3769019477877543E-01	5.5589634440496203E-07	2.7414980962526923E-04
19	3.3419658602107455E-01	5.4872156671277761E-07	2.7061144503947318E-04
20	3.2051738643164646E-01	5.2884170909468528E-07	2.6080735253871881E-04
21	3.0940706610534335E-01	5.1533570546971534E-07	2.5414663537471754E-04
22	2.4267203505125021E-01	4.1828368064674657E-07	2.0628376598052494E-04
23	2.4137924069192424E-01	4.1580098258040261E-07	2.0505938087870569E-04
24	2.3314829737668652E-01	4.0245256131596063E-07	1.9847637815656726E-04
25	1.8713386707065111E-01	3.2793562530411217E-07	1.6172707403337887E-04
26	1.7107892559580223E-01	2.9330659862594307E-07	1.4464917602796849E-04
27	1.5094520419921589E-01	2.3137297620057085E-07	1.1410554866252193E-04
28	1.5046754029225889E-01	2.2995041898201797E-07	1.1340399018930553E-04
29	1.4872824848321681E-01	2.2630205570261902E-07	1.1160473730959525E-04
