1	3.2094864324816186E+01	9.9991935919921515E-01	2.2311640518123191E-02
2	3.2078166361937704E+01	9.9798218283282081E-01	2.2268415449711865E-02
3	3.2033025395244088E+01	9.9326575043686538E-01	2.2163175618941048E-02
4	3.2198775671615437E+01	9.5802214284270582E-01	2.1376769499319135E-02
5	1.7254798794521019E+01	7.1862645837264039E-01	1.6035028283543765E-02
6	1.0298211672102633E+00	2.6465473456214056E-01	5.9053575117284599E-03
7	5.3515444598804141E-01	2.3080190711688001E-01	5.1499844813616916E-03
8	6.0212799737096845E-01	1.1123735723293324E-01	2.4820880843379966E-03
9	6.4320608044124572E-01	1.0047152307226696E-01	2.2418652909090512E-03
10	6.6067423855711449E-01	9.7142631777338659E-02	2.1675862750933843E-03
11	5.6679007823546823E-01	4.9414857984673911E-02	1.1026154634020801E-03
12	5.3412346262123567E-01	4.5258395271460736E-02	1.0098704824883552E-03
13	4.5833586330822212E-01	3.5722545689820091E-02	7.9709287603131997E-04
14	4.1154114939909564E-01	2.7601421488408197E-02	6.1588265930940058E-04
15	3.7522494715022670E-01	2.5365998419818115E-02	5.6600268103570777E-04
16	3.4475323190787099E-01	2.3535110236763617E-02	5.2514926761454298E-04
17	2.8654069729598691E-01	2.0127478825401550E-02	4.4911328894375933E-04
18	2.2846771375472871E-01	1.6878226597345662E-02	3.7661129465978795E-04
19	1.8244271566637801E-01	1.2989304921737473E-02	2.8983607460724743E-04
20	1.7829914798370147E-01	1.2481909880886774E-02	2.7851434586183591E-04
21	1.5501596982069282E-01	1.0384077563764207E-02	2.3170449055067888E-04
22	1.5340621720723213E-01	1.0198329587413615E-02	2.2755981424535935E-04
23	1.4910695780054709E-01	9.9129120598317085E-03	2.2119116739959880E-04
24	1.2428879737896448E-01	8.0974818089378578E-03	1.8068267361855191E-04
25	1.2066032923354884E-01	7.8353128421054553E-03	1.7483278213564592E-04
26	1.0039566046826044E-01	6.2260160614406226E-03	1.3892383515223914E-04
27	9.1206958204978594E-02	5.3107596852516705E-03	1.1850131701657461E-04
28	8.0164829540601376E-02	4.3420804568411412E-03	9.6886751279016232E-05
29	7.8981722536017498E-02	4.2484982413818293E-03	9.4798610139424874E-05
30	7.7375037904880567E-02	4.1529276853842240E-03	9.2666102282747901E-05
31	6.3354938626276086E-02	3.2842883247466716E-03	7.3283770121523908E-05
32	6.1928006451494981E-02	3.1927710705391683E-03	7.1241705370703637E-05
33	5.6170165586025701E-02	2.8990851926708277E-03	6.4688563187822497E-05
34	5.0435657271357466E-02	2.6048418496631381E-03	5.8122982040062744E-05
35	4.7180002451571237E-02	2.4523043051980502E-03	5.4719344710400621E-05
36	4.2891476521638446E-02	2.1820968561246813E-03	4.8690087037189626E-05
37	4.1794060619496733E-02	2.1340443218826467E-03	4.7617869702732081E-05
38	3.5964080697186235E-02	1.7563855990140912E-03	3.9191004490396537E-05
39	3.4996520370052818E-02	1.7047096655807888E-03	3.8037936655880693E-05
40	3.0357079791412517E-02	1.4547625635459296E-03	3.2460757018500177E-05
41	3.0116273844462072E-02	1.4309321353879014E-03	3.1929018192200532E-05
42	2.9012240845534928E-02	1.3842914887681377E-03	3.0888304927336480E-05
43	2.6369456703421557E-02	1.2689223129212384E-03	2.8314021756711996E-05
44	2.4895522024089602E-02	1.2050463834481788E-03	2.6888730043883026E-05
45	1.8545317625211069E-02	8.8219689655388129E-04	1.9684847423973706E-05
46	1.6353138007095796E-02	7.5965082023394051E-04	1.6950422916034694E-05
47	1.5411528560676660E-02	7.0031497944719669E-04	1.5626436199211201E-05
48	1.4949226551378956E-02	6.6423793061159487E-04	1.4821433138545031E-05
49	1.4503727952795507E-02	6.4307510753906186E-04	1.4349217757975600E-05
50	1.2838762410809966E-02	5.5515668864599690E-04	1.2387455402624479E-05
51	1.2466807069930934E-02	5.3826756284557921E-04	1.2010600909252074E-05
52	1.0480103536375749E-02	4.4125344901104125E-04	9.8458823115503892E-06
53	1.0196597167835029E-02	4.2975424342606779E-04	9.5892954789268139E-06
54	9.6799800849042238E-03	4.0999868795675863E-04	9.1484810794335727E-06
55	8.1116190040435177E-03	3.5305331257199773E-04	7.8778338686706153E-06
56	7.4823329738923933E-03	3.3475823195758275E-04	7.4696076870655181E-06
57	6.8617973109197676E-03	3.1300144729170718E-04	6.9841389801850082E-06
58	6.6694069850363495E-03	3.0739531923959583E-04	6.8590469788685762E-06
59	5.6671391806783385E-03	2.7727203457668484E-04	6.1868928771996028E-06
