1	3.2094864324816186E+01	4.5241539356367642E-05	2.2311640518123191E-02
2	3.2078166361937704E+01	4.5153891447549634E-05	2.2268415449711865E-02
3	3.2033025395244088E+01	4.4940495577272504E-05	2.2163175618941048E-02
4	3.2198775671615437E+01	4.3345891927125675E-05	2.1376769499319135E-02
5	1.7254798794521019E+01	3.2514389185373843E-05	1.6035028283543765E-02
6	1.0298211672102633E+00	1.1974353210973928E-05	5.9053575117284599E-03
7	5.3515444598804141E-01	1.0442675670081408E-05	5.1499844813616916E-03
8	6.0212799737096845E-01	5.0329551366846125E-06	2.4820880843379966E-03
9	6.4320608044124572E-01	4.5458529464900206E-06	2.2418652909090512E-03
10	6.6067423855711449E-01	4.3952366341374120E-06	2.1675862750933843E-03
11	5.6679007823546823E-01	2.2357845377584498E-06	1.1026154634020801E-03
12	5.3412346262123567E-01	2.0477246010314483E-06	1.0098704824883552E-03
13	4.5833586330822212E-01	1.6162732943083772E-06	7.9709287603131997E-04
14	4.1154114939909564E-01	1.2488315033319849E-06	6.1588265930940058E-04
15	3.7522494715022670E-01	1.1476893664133205E-06	5.6600268103570777E-04
16	3.4475323190787099E-01	1.0648504864289338E-06	5.2514926761454298E-04
17	2.8654069729598691E-01	9.1067156270792937E-07	4.4911328894375933E-04
18	2.2846771375472871E-01	7.6365853490528576E-07	3.7661129465978795E-04
19	1.8244271566637801E-01	5.8770354271295424E-07	2.8983607460724743E-04
20	1.7829914798370147E-01	5.6474635871738047E-07	2.7851434586183591E-04
21	1.5501596982069282E-01	4.6982954121104826E-07	2.3170449055067888E-04
22	1.5340621720723213E-01	4.6142533910702960E-07	2.2755981424535935E-04
23	1.4910695780054709E-01	4.4851156942320721E-07	2.2119116739959880E-04
24	1.2428879737896448E-01	3.6637208648497249E-07	1.8068267361855191E-04
25	1.2066032923354884E-01	3.5451020230216684E-07	1.7483278213564592E-04
26	1.0039566046826044E-01	2.8169726697023037E-07	1.3892383515223914E-04
27	9.1206958204978594E-02	2.4028632019380218E-07	1.1850131701657461E-04
28	8.0164829540601376E-02	1.9645824642700592E-07	9.6886751279016232E-05
29	7.8981722536017498E-02	1.9222410149840973E-07	9.4798610139424874E-05
30	7.7375037904880567E-02	1.8789999372842087E-07	9.2666102282747901E-05
31	6.3354938626276086E-02	1.4859824258296240E-07	7.3283770121523908E-05
32	6.1928006451494981E-02	1.4445752721434379E-07	7.1241705370703637E-05
33	5.6170165586025701E-02	1.3116965446765485E-07	6.4688563187822497E-05
34	5.0435657271357466E-02	1.1785655910595240E-07	5.8122982040062744E-05
35	4.7180002451571237E-02	1.1095496923497755E-07	5.4719344710400621E-05
36	4.2891476521638446E-02	9.8729382412229567E-08	4.8690087037189626E-05
37	4.1794060619496733E-02	9.6555236468275418E-08	4.7617869702732081E-05
38	3.5964080697186235E-02	7.9467996565633189E-08	3.9191004490396537E-05
39	3.4996520370052818E-02	7.7129909244199497E-08	3.8037936655880693E-05
40	3.0357079791412517E-02	6.5821005631436032E-08	3.2460757018500177E-05
41	3.0348098697314526E-02	6.5441921007783984E-08	3.2273804939300375E-05
42	3.0275171100296150E-02	6.4647807374540472E-08	3.1882174190932034E-05
43	2.9798787570592344E-02	6.1336756316158505E-08	3.0249272614134295E-05
44	2.9584986398295571E-02	6.0573472764681056E-08	2.9872846248978703E-05
45	2.8548340656029330E-02	5.6635820561735397E-08	2.7930925578563804E-05
46	2.7153489264862215E-02	5.1920786028260483E-08	2.5605625488468125E-05
47	2.6811924587902766E-02	5.1092081858467503E-08	2.5196935824161016E-05
48	2.5806793584931514E-02	4.8694206143590672E-08	2.4014382318718910E-05
49	2.4974799732342529E-02	4.5804508824378304E-08	2.2589278559879278E-05
50	2.4812490146400079E-02	4.5571360195697295E-08	2.2474297317763524E-05
51	2.2118919377140500E-02	3.9867063565696201E-08	1.9661125670026194E-05
52	2.1790033898303165E-02	3.9435098014345390E-08	1.9448094455017464E-05
53	2.1201158186425928E-02	3.8348004781212824E-08	1.8911975795652613E-05
54	1.9056022634931540E-02	3.4580055741289258E-08	1.7053747148586263E-05
55	1.8469802375242456E-02	3.3700126570679499E-08	1.6619794997192634E-05
56	1.6587480868182812E-02	3.1186802652715770E-08	1.5380306231757534E-05
57	1.6259518774113670E-02	3.0800809081457690E-08	1.5189946886634927E-05
58	1.4059112469825405E-02	2.7951480031279263E-08	1.3784751431532033E-05
59	1.2909418285210080E-02	2.6519222773773884E-08	1.3078409217859428E-05
60	1.2436673080030552E-02	2.5756296148263043E-08	1.2702158876861540E-05
61	9.9464129707424222E-03	2.2664410364671830E-08	1.1177342411551031E-05
62	9.4213323302369274E-03	2.2026797473115700E-08	1.0862892686176709E-05
63	7.2781456427812715E-03	1.9036861432630550E-08	9.3883544839725886E-06
64	5.6279298090097709E-03	1.6607630458389174E-08	8.1903375949841447E-06
65	4.9305092494610989E-03	1.5530349123953001E-08	7.6590578416253347E-06
66	3.6303413914142179E-03	1.2801602575523170E-08	6.3133297138960396E-06
67	3.0678223722436222E-03	1.0985845495971477E-08	5.4178579902644137E-06
68	2.3988435221096822E-03	8.3701330671543280E-09	4.1278745758883738E-06
69	2.3147256144314932E-03	7.7110139440477463E-09	3.8028186838344972E-06
70	2.2474765254344746E-03	7.3433547026881208E-09	3.6215012277292533E-06
71	2.0928214987000126E-03	6.2493102668607763E-09	3.0819544636203754E-06
72	2.0532335362969715E-03	6.0320940248117135E-09	2.9748305510337406E-06
73	1.9361842750513468E-03	5.2809200178684582E-09	2.6043762153079348E-06
74	1.8265468483197058E-03	4.5835442818891396E-09	2.2604534189444159E-06
75	1.7061309050444414E-03	4.0788649666189804E-09	2.0115621650340755E-06
76	1.6561451079161011E-03	3.8548599556668420E-09	1.9010902547117113E-06
77	1.6286695215814116E-03	3.7535232661876718E-09	1.8511143295084128E-06
78	1.4667170309242291E-03	3.1441083789409731E-09	1.5505709332385164E-06
79	1.4381858271441106E-03	3.0622446134361662E-09	1.5101984142352231E-06
80	1.2784322922244548E-03	2.6578352095960691E-09	1.3107569856499957E-06
