0	3.2095922255943265E+01	4.9076134308180281E+02
1	3.2097799542730286E+01	4.9063322444186116E+02
2	3.2089811161315005E+01	4.9002806785532783E+02
3	3.2055584756131260E+01	4.7744439086609299E+02
4	3.1941599811752443E+01	4.6525124822566772E+02
5	3.1826332419510234E+01	4.4559331778590740E+02
6	3.1717462372462499E+01	4.3304165583892592E+02
7	3.1669121773226699E+01	4.2577363653250620E+02
8	3.1560610822509013E+01	4.0933683613131427E+02
9	3.1545890623040027E+01	4.0862960336395031E+02
10	3.1530226495031229E+01	4.0781661239443281E+02
11	3.1522307819233845E+01	4.0757545505139717E+02
12	3.1472005669494184E+01	4.0225609836416334E+02
13	3.1438306950076374E+01	4.0056606207297131E+02
14	3.1316489048266700E+01	3.9201230305879284E+02
15	3.1244287490503936E+01	3.8982611451079993E+02
16	3.1045368683479548E+01	3.8410583554331879E+02
17	3.0857048971876612E+01	3.7447898457976390E+02
18	3.0726775249879886E+01	3.6756331361164700E+02
19	3.0518243777929925E+01	3.5883240353488219E+02
20	3.0355098614820765E+01	3.5297985312123751E+02
21	3.0239319452048647E+01	3.4907892465637082E+02
22	3.0154094179319316E+01	3.4668005671230185E+02
23	2.9979819044569652E+01	3.4181992115601361E+02
24	2.9845947118620536E+01	3.3455876243454270E+02
25	2.9678557448356511E+01	3.2372271589844655E+02
26	2.9523249421789071E+01	3.1782709749643266E+02
27	2.9451899279690537E+01	3.1637669765592779E+02
28	2.9283189185384739E+01	3.1287287715691735E+02
29	2.9211912868425703E+01	3.1178736741456640E+02
30	2.9125740406892486E+01	3.0993263064018544E+02
31	2.8926001867425352E+01	3.0661718347163639E+02
32	2.8738309976943391E+01	3.0154303642979897E+02
33	2.8577389597094978E+01	2.9909040080049857E+02
34	2.7755949274618803E+01	2.8202105070740140E+02
35	2.7351229000852605E+01	2.7394090573055740E+02
36	2.6958786111148900E+01	2.6375241406113082E+02
37	2.6752801447456584E+01	2.5888986196712256E+02
38	2.6611712737484584E+01	2.5339835364499194E+02
39	2.6601661136003816E+01	2.5319201899925380E+02
80	2.6601657984878571E+01	2.5319201065137096E+02
82	2.6601630392181864E+01	2.5319167911356809E+02
84	2.6601484274102930E+01	2.5318857897979291E+02
86	2.6600950523650447E+01	2.5317228882738044E+02
88	2.6600127204575053E+01	2.5314357644505074E+02
90	2.6597439997271881E+01	2.5305666370740923E+02
92	2.6592631218901332E+01	2.5296770101374813E+02
94	2.6583240297425569E+01	2.5282285546328305E+02
96	2.6572364548047059E+01	2.5265473816316862E+02
98	2.6547232400749110E+01	2.5222463646493694E+02
100	2.6377742634069598E+01	2.4926658259091772E+02
102	2.6194976740445110E+01	2.4600369296609816E+02
104	2.5373493050926569E+01	2.3060407981815177E+02
106	2.5035693778668442E+01	2.2373034212032368E+02
108	2.4949100210541733E+01	2.2190743454890631E+02
110	2.4934681973741093E+01	2.2174081069029867E+02
112	2.4923336228941384E+01	2.2162843598021041E+02
114	2.4875157032358949E+01	2.2100674768174949E+02
116	2.4836007462982398E+01	2.2051123642069996E+02
118	2.4763457961819441E+01	2.1956516218352715E+02
120	2.4716249915712567E+01	2.1896403717568657E+02
122	2.4667941978369477E+01	2.1843066867609448E+02
124	2.4573357369972353E+01	2.1730959044364837E+02
126	2.4523541797361137E+01	2.1678551721700902E+02
128	2.4349261766445910E+01	2.1534038941304033E+02
130	2.4155526749770090E+01	2.1377880850647898E+02
132	2.3925133834597716E+01	2.1148632148714071E+02
134	2.3606890790043952E+01	2.0834266361170930E+02
136	2.3250993127695164E+01	2.0456219781603349E+02
138	2.3168971053658620E+01	2.0386506651212102E+02
140	2.2877232606807052E+01	2.0126250841141004E+02
142	2.2778525144358522E+01	2.0031896325804524E+02
144	2.2676742370265533E+01	1.9939029524563381E+02
146	2.2630118414143631E+01	1.9917054929476538E+02
148	2.2531696742277326E+01	1.9831366318695112E+02
150	2.2483840856400256E+01	1.9785421924864087E+02
152	2.2133272510497921E+01	1.9472733427866120E+02
154	2.1811950056972695E+01	1.9191312511190475E+02
156	2.1609561078091510E+01	1.9044150380224522E+02
158	2.0795070215605850E+01	1.8529518332729702E+02
240	2.0794879330760132E+01	1.8507915079028575E+02
243	2.0794134315954761E+01	1.8449904152449506E+02
246	2.0793219350989695E+01	1.8423667136563157E+02
249	2.0792542146599441E+01	1.8418028661215587E+02
252	2.0792153944639992E+01	1.8416348957978903E+02
255	2.0788499886031030E+01	1.8380264724180753E+02
258	2.0781084487526687E+01	1.8332644193460504E+02
261	2.0774637821364909E+01	1.8288294066870253E+02
264	2.0756887694146322E+01	1.8159844796472936E+02
267	2.0744565096026037E+01	1.8092534251825487E+02
270	2.0736165957094649E+01	1.8073946843615110E+02
273	2.0728266668752351E+01	1.8057107940687604E+02
276	2.0707932246186338E+01	1.7989586037120736E+02
279	2.0667270074894240E+01	1.7829557031195941E+02
282	2.0628209038301065E+01	1.7670399314784771E+02
285	2.0551907435628571E+01	1.7472139556795614E+02
288	2.0465928266638684E+01	1.7280256129876940E+02
291	2.0373591053739915E+01	1.7098784720130104E+02
294	2.0268034086900002E+01	1.6935094500800378E+02
297	2.0223308196914612E+01	1.6885370315475532E+02
300	2.0184464310853201E+01	1.6850184754473747E+02
303	2.0163243748491816E+01	1.6833032348520348E+02
306	2.0161632844920504E+01	1.6832785730730822E+02
309	2.0136046386284029E+01	1.6809734958039783E+02
312	2.0042754901678808E+01	1.6719959908980272E+02
315	1.9967295973457521E+01	1.6647445875449634E+02
318	1.9854742328651742E+01	1.6542814963427804E+02
321	1.9627826029890421E+01	1.6297066546934778E+02
324	1.9355359861437865E+01	1.6051826420527343E+02
327	1.9307526400313996E+01	1.6011119191880766E+02
330	1.9195001986678815E+01	1.5922203327939155E+02
333	1.9052791403823996E+01	1.5808643700108814E+02
336	1.8912170094915581E+01	1.5691565528194951E+02
339	1.8760945856211773E+01	1.5550316161590931E+02
342	1.8701962570397708E+01	1.5509568647156405E+02
345	1.8660962933521507E+01	1.5487112192004309E+02
348	1.8594764661005961E+01	1.5446837465468985E+02
351	1.8567639818173124E+01	1.5428829855039493E+02
354	1.8542339290310149E+01	1.5412721410265456E+02
357	1.8309713642411353E+01	1.5313341768972796E+02
480	1.8309517201629951E+01	1.5305293576091535E+02
484	1.8309045870234854E+01	1.5290930376731865E+02
488	1.8308620197273072E+01	1.5286329570429402E+02
492	1.8308389518241611E+01	1.5285643888023949E+02
496	1.8308377949413888E+01	1.5285642628193750E+02
500	1.8308643496823073E+01	1.5285516945409202E+02
504	1.8308827834454714E+01	1.5285482697085459E+02
508	1.8304770055675665E+01	1.5276156897700744E+02
512	1.8293735582292118E+01	1.5242898762356151E+02
516	1.8271408935135025E+01	1.5171684900650311E+02
520	1.8205586162718006E+01	1.5028158328375739E+02
524	1.8152045294761074E+01	1.4919371624282891E+02
528	1.8095337947427446E+01	1.4827262620324106E+02
532	1.8062324739887330E+01	1.4779717116608120E+02
536	1.8044503352353811E+01	1.4762177007676996E+02
540	1.8000869591784308E+01	1.4707167241495983E+02
544	1.7954723918338672E+01	1.4644820661533277E+02
548	1.7916853420602095E+01	1.4594976233245643E+02
