40	2.6601661136003816E+01	5.1340002018087727E-01
80	2.0795070215605850E+01	3.7572491911735184E-01
120	1.8309713642411353E+01	3.1051018133594782E-01
160	1.4808591973357780E+01	2.5458224864085749E-01
200	1.3393601571271207E+01	2.1777511004865069E-01
240	1.0119824756144135E+01	1.7382028986149045E-01
280	9.2770392717055064E+00	1.4577043129324113E-01
320	5.6168725668531234E+00	1.0357769939818605E-01
360	5.2240760023093742E+00	7.9782187490609904E-02
400	1.0626193248073796E+00	3.2153546289756217E-02
440	9.9112467969470508E-01	1.5001440581825421E-02
480	6.4980512085584696E-01	1.1265615223253889E-02
520	6.1104774222102420E-01	8.8813367371635404E-03
560	3.2915742640544510E-01	6.0551340763443018E-03
600	3.0995126635087722E-01	4.3870465536759622E-03
640	2.0209884813300275E-01	3.3032357443913574E-03
680	1.8567246572573670E-01	2.6142055152056248E-03
720	1.1847540516340674E-01	1.9548382561044029E-03
760	1.0884054463627199E-01	1.5132263121822177E-03
800	7.0613106480238497E-02	1.1608854580415740E-03
840	6.5941084677880041E-02	9.0215676797704360E-04
880	4.6122763026199068E-02	7.1932875010179609E-04
920	4.2601817190237742E-02	5.8071483243497617E-04
960	2.6059317737550266E-02	4.3161142834532507E-04
1000	2.3821289749488880E-02	3.2443604216127360E-04
1040	1.3102769418494861E-02	2.2619462910434767E-04
1080	1.1958847510757828E-02	1.6111312762307666E-04
1120	6.6418148261946416E-03	1.1379718245853630E-04
1160	6.1611008546684810E-03	8.2309328353081366E-05
1200	3.9484560371269919E-03	6.2311260120728214E-05
1240	3.6304945748694647E-03	4.8493313680957089E-05
1280	2.5414913160763490E-03	3.8541687562900443E-05
1320	2.3165485957497072E-03	3.1080336185499510E-05
1360	1.6819638344163969E-03	2.5074513309467100E-05
1400	1.5377047905949148E-03	2.0557827712569071E-05
1440	1.0814769176670797E-03	1.6370430860311033E-05
1480	1.0007217683693647E-03	1.3262881099646471E-05
1520	6.8042285060859558E-04	1.0457275493462295E-05
1560	6.3190560337491751E-04	8.3459935889848328E-06
1600	4.1102680671067530E-04	6.4590601150876645E-06
1640	3.8179105983120599E-04	5.0373862885167304E-06
1680	2.4004733001135501E-04	3.8241057731127435E-06
1720	2.2195058836811652E-04	2.9310113162945404E-06
1760	1.4224514044685054E-04	2.2457837382760479E-06
1800	1.3176523950069572E-04	1.7434807369925531E-06
1840	9.2411417020906163E-05	1.3975465502032852E-06
1880	8.5167507106990385E-05	1.1278142509821667E-06
1920	6.1668908713751863E-05	9.1838689022419115E-07
1960	5.5259796198308734E-05	7.3966850839223586E-07
2000	3.9898490032459478E-05	5.9468020392066941E-07
2040	3.6750804754948416E-05	4.8616280765176885E-07
2080	2.5937576574638964E-05	3.9127250379472989E-07
2120	2.3905298547709699E-05	3.1600927912461042E-07
2160	1.6553293773479812E-05	2.5187209532295632E-07
2200	1.5267522603914474E-05	2.0168554069150089E-07
2240	1.0315681496105405E-05	1.5900034543535317E-07
2280	9.5440135645015817E-06	1.2582000752233700E-07
2320	6.3918514152280782E-06	9.8927010882408821E-08
2360	5.9000643368883418E-06	7.7733248883907215E-08
2400	3.8965793872837848E-06	6.0691119456434548E-08
2440	3.6062858208189685E-06	4.7523184282839191E-08
2480	2.3471141553634501E-06	3.6808927697385230E-08
2520	2.1723826555627378E-06	2.8616647759859656E-08
2560	1.4129762987723664E-06	2.2197989041337181E-08
2600	1.2737926992300629E-06	1.7005393880084244E-08
2640	8.2389835103243756E-07	1.2974742512922905E-08
2680	7.3836755617839386E-07	9.8716465428288467E-09
40	7.8680411109169873E-02	1.0267926733858779E-07
80	1.5493429037769331E-02	1.5622250445649682E-08
120	3.1020191853992920E-03	3.7537016774747181E-09
40	3.0357079791412517E-02	6.5821005631436032E-08
80	1.2784322922244548E-03	2.6578352095960691E-09
