1	2.1167810845759203E+02
2	1.7690343420061305E+02
3	1.5403844450699427E+02
4	1.3926525215483687E+02
5	1.2922504604557724E+02
6	1.1992335533315624E+02
7	1.1345869975166680E+02
8	1.0770776703347741E+02
9	1.0247955929751454E+02
10	9.8095925949931527E+01
11	9.3847942620852109E+01
12	8.9978231480972042E+01
13	8.6751408273080486E+01
14	8.3778825820683650E+01
15	8.1157118780328005E+01
16	7.8755377794375036E+01
17	7.6555352361458205E+01
18	7.4551226097926730E+01
19	7.2680464001561845E+01
20	7.1009272121369079E+01
21	6.9529527965548013E+01
22	6.8360456566458979E+01
23	6.7318711269924776E+01
24	6.6463332815871965E+01
25	6.5758513890221920E+01
26	6.5151560042151161E+01
27	6.4591431893604550E+01
28	6.4039841261663909E+01
29	6.3498437029002055E+01
30	6.2946043923082712E+01
31	6.2423333842638378E+01
32	6.1923194012165943E+01
33	6.1397947094110691E+01
34	6.0603994892376583E+01
35	5.9678911087978697E+01
36	5.8858818021697381E+01
37	5.7826866102924185E+01
38	5.6769350541986000E+01
39	5.5821712683481259E+01
40	5.4856773905927348E+01
41	5.4075372657096992E+01
42	5.3322694294928681E+01
43	5.2633193916711122E+01
44	5.1991954712756559E+01
45	5.1295340585427034E+01
46	5.0615065864347883E+01
47	4.9770773931644733E+01
48	4.8910789005238264E+01
49	4.8011145075445349E+01
50	4.7170053575014848E+01
51	4.6331605800688479E+01
52	4.5403198358237972E+01
53	4.4340923563949623E+01
54	4.3150227145241864E+01
55	4.1613527145210398E+01
56	4.0028725272575166E+01
57	3.8267952252478381E+01
58	3.6481075193329609E+01
59	3.4883704048459975E+01
60	3.3516453313359420E+01
61	3.2493667877997822E+01
62	3.1655757275107135E+01
63	3.0807820695787488E+01
64	2.9988798313394753E+01
65	2.9193309008509551E+01
66	2.8460899300227357E+01
67	2.7879957553054169E+01
68	2.7302822361088392E+01
69	2.6720490631012161E+01
70	2.6091568960338492E+01
71	2.5467241542804796E+01
72	2.4966574209441546E+01
73	2.4563798331143623E+01
74	2.4141689955675755E+01
75	2.3791604028493641E+01
76	2.3533504732678381E+01
77	2.3324049573793076E+01
78	2.3132536457492591E+01
79	2.2948083972693382E+01
80	2.2788236184552996E+01
81	2.2646162696991059E+01
82	2.2505307195984258E+01
83	2.2371313250155588E+01
84	2.2238621328901999E+01
85	2.2092566916788730E+01
86	2.1925217386826809E+01
87	2.1763365647189669E+01
88	2.1612446471437849E+01
89	2.1429290158663253E+01
90	2.1207092548914805E+01
91	2.0960329209193983E+01
92	2.0674850779548191E+01
93	2.0384056937862457E+01
94	2.0043490988440173E+01
95	1.9659672019464011E+01
96	1.9240710795562396E+01
97	1.8791593436572235E+01
98	1.8335803594420693E+01
99	1.7964342378810915E+01
100	1.7659037928546049E+01
101	1.7419807255682972E+01
102	1.7185452713700144E+01
103	1.7007916403414669E+01
104	1.6868573475875927E+01
105	1.6738116100933549E+01
106	1.6611895874348146E+01
107	1.6467459296141350E+01
108	1.6325071225957945E+01
109	1.6198005646463994E+01
110	1.6085579454373573E+01
111	1.5972759328559743E+01
112	1.5884004997853044E+01
113	1.5813106686709105E+01
114	1.5756356570223261E+01
115	1.5701618034528618E+01
116	1.5647790746693538E+01
117	1.5597127786241094E+01
118	1.5539998484036188E+01
119	1.5478197030833028E+01
120	1.5411428650822199E+01
121	1.5335187737272520E+01
122	1.5251362592964858E+01
123	1.5160556930693501E+01
124	1.5066755989032552E+01
125	1.4962279167701286E+01
126	1.4840617719287478E+01
127	1.4730584289109393E+01
128	1.4611628419082667E+01
129	1.4480380261855274E+01
130	1.4333478780026244E+01
131	1.4187702652767474E+01
132	1.4033828392441496E+01
133	1.3879587963876869E+01
134	1.3755968312183859E+01
135	1.3645532601314951E+01
136	1.3541935114709220E+01
137	1.3456446889590911E+01
138	1.3375606924093162E+01
139	1.3286101364858588E+01
140	1.3206093823200630E+01
141	1.3133852842024202E+01
142	1.3064072521821487E+01
143	1.2994070460436768E+01
144	1.2923764981113017E+01
145	1.2849517227115253E+01
146	1.2777251378533162E+01
147	1.2703585366406225E+01
148	1.2620421068811389E+01
149	1.2537711972494764E+01
150	1.2453419074789739E+01
151	1.2368285764375205E+01
152	1.2289284014944121E+01
153	1.2205684059867533E+01
154	1.2121706040191057E+01
155	1.2028483296857498E+01
156	1.1932947522772141E+01
157	1.1831304103261084E+01
158	1.1728512657353617E+01
159	1.1630637689278183E+01
160	1.1537726643127888E+01
161	1.1438646115638695E+01
162	1.1326139356161514E+01
163	1.1203745545905935E+01
164	1.1093475623364309E+01
165	1.0984279334360636E+01
166	1.0866636348645230E+01
167	1.0745128724457892E+01
168	1.0626580644130058E+01
169	1.0527064618413128E+01
170	1.0420822859100882E+01
171	1.0305694415245791E+01
172	1.0199148718335465E+01
173	1.0084489537222870E+01
174	9.9604797475587663E+00
175	9.8236467907420018E+00
176	9.6954145088260706E+00
177	9.5852375117433830E+00
178	9.4874991466865080E+00
179	9.4052233904987617E+00
180	9.3339691400403808E+00
181	9.2697463820535635E+00
182	9.2152043586471244E+00
183	9.1560412201289090E+00
184	9.0922959674001262E+00
185	9.0223614463769444E+00
186	8.9476697253172723E+00
187	8.8615447773120248E+00
188	8.7595988627193098E+00
189	8.6600413390128299E+00
190	8.5500930589386144E+00
191	8.4488877412355894E+00
192	8.3607231986938775E+00
193	8.2863320449140812E+00
194	8.2300940465731234E+00
195	8.1845376654755029E+00
196	8.1496260338791462E+00
197	8.1138313128996096E+00
198	8.0767499730312462E+00
199	8.0334720742014607E+00
